Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN18170,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,92.9,1,3/2/2018,Not_Canceled
INN18171,1,0,2,0,Not Selected,0,Room_Type 1,26,Online,0,0,0,134.0,1,10/2/2018,Not_Canceled
INN18172,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,2/17/2018,Not_Canceled
INN18173,2,2,0,4,Meal Plan 1,0,Room_Type 6,17,Online,0,0,0,171.0,0,2/23/2018,Not_Canceled
INN18174,2,2,0,2,Meal Plan 1,0,Room_Type 6,4,Online,0,0,0,230.0,2,5/4/2018,Not_Canceled
INN18175,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,1,5/17/2018,Not_Canceled
INN18176,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,0,0,0,85.67,0,11/24/2017,Not_Canceled
INN18177,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,130.0,1,9/8/2018,Not_Canceled
INN18178,2,0,0,2,Meal Plan 2,0,Room_Type 1,28,Offline,0,0,0,97.0,0,1/8/2018,Not_Canceled
INN18179,2,0,2,0,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,110.0,1,9/11/2018,Not_Canceled
INN18180,1,0,5,10,Meal Plan 1,0,Room_Type 1,11,Aviation,0,0,0,95.0,0,5/9/2018,Canceled
INN18181,2,0,2,1,Not Selected,0,Room_Type 1,55,Online,0,0,0,71.28,0,11/13/2018,Canceled
INN18182,2,2,0,2,Meal Plan 1,0,Room_Type 6,186,Online,0,0,0,168.3,2,7/7/2018,Canceled
INN18183,1,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,88.0,0,8/10/2018,Not_Canceled
INN18184,3,0,1,4,Meal Plan 2,0,Room_Type 4,126,Online,0,0,0,178.5,2,7/13/2018,Not_Canceled
INN18185,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,79.0,2,8/27/2017,Not_Canceled
INN18186,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,80.85,1,10/4/2017,Not_Canceled
INN18187,1,0,2,1,Meal Plan 1,0,Room_Type 1,27,Corporate,0,0,0,65.0,0,11/22/2017,Not_Canceled
INN18188,2,0,1,3,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,107.55,1,7/11/2018,Not_Canceled
INN18189,1,0,2,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,109.0,1,10/29/2018,Not_Canceled
INN18190,2,0,1,1,Not Selected,0,Room_Type 1,98,Online,0,0,0,79.2,2,11/26/2018,Canceled
INN18191,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185.0,0,9/25/2017,Not_Canceled
INN18192,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,176.67,2,11/9/2018,Not_Canceled
INN18193,2,0,1,4,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,77.89,1,4/20/2018,Not_Canceled
INN18194,1,0,1,3,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,101.36,0,11/24/2018,Not_Canceled
INN18195,2,0,2,2,Meal Plan 1,0,Room_Type 4,65,Online,0,0,0,125.1,1,7/10/2018,Not_Canceled
INN18196,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,110.0,0,10/21/2018,Canceled
INN18197,2,0,0,4,Not Selected,0,Room_Type 1,16,Online,0,0,0,79.0,0,2/17/2018,Canceled
INN18198,2,0,1,4,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,108.8,1,9/14/2017,Not_Canceled
INN18199,2,2,1,1,Meal Plan 1,0,Room_Type 6,69,Online,0,0,0,150.3,1,3/12/2018,Canceled
INN18200,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,171.33,2,9/18/2018,Not_Canceled
INN18201,2,0,2,2,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,104.0,2,12/25/2018,Not_Canceled
INN18202,2,2,1,4,Meal Plan 1,0,Room_Type 6,79,Online,0,0,0,187.85,0,5/2/2018,Canceled
INN18203,2,0,0,1,Not Selected,0,Room_Type 1,84,Online,0,0,0,60.98,1,11/5/2018,Not_Canceled
INN18204,2,0,1,0,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,97.0,2,12/28/2017,Not_Canceled
INN18205,1,0,0,0,Meal Plan 1,0,Room_Type 1,83,Complementary,0,0,0,0.0,1,12/17/2017,Not_Canceled
INN18206,1,0,2,2,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,70.14,0,10/2/2017,Not_Canceled
INN18207,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,81.0,0,2/19/2018,Not_Canceled
INN18208,2,0,0,4,Meal Plan 1,0,Room_Type 1,175,Online,0,0,0,112.63,0,8/31/2018,Canceled
INN18209,2,1,1,2,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,135.0,0,10/21/2018,Canceled
INN18210,2,0,0,4,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,141.0,1,3/29/2018,Not_Canceled
INN18211,1,0,1,3,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,80.0,0,4/28/2018,Not_Canceled
INN18212,2,0,2,1,Meal Plan 1,0,Room_Type 1,252,Online,0,0,0,106.3,0,10/15/2018,Canceled
INN18213,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115.0,0,4/19/2018,Canceled
INN18214,2,2,0,3,Meal Plan 1,0,Room_Type 7,41,Online,0,0,0,191.58,0,4/21/2018,Canceled
INN18215,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled
INN18216,2,0,1,2,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,89.25,1,10/2/2017,Not_Canceled
INN18217,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65.0,0,4/12/2018,Canceled
INN18218,2,0,2,3,Not Selected,0,Room_Type 1,40,Online,0,0,0,60.48,2,11/12/2018,Not_Canceled
INN18219,0,2,2,2,Meal Plan 1,0,Room_Type 2,34,Online,0,0,0,79.8,2,3/25/2018,Not_Canceled
INN18220,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled
INN18221,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,131.0,0,4/6/2018,Not_Canceled
INN18222,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,80.0,0,2/19/2018,Canceled
INN18223,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,195.0,1,9/22/2018,Not_Canceled
INN18224,2,0,2,0,Not Selected,0,Room_Type 1,34,Online,0,0,0,99.0,1,9/25/2018,Not_Canceled
INN18225,2,0,2,4,Not Selected,0,Room_Type 1,30,Online,0,0,0,119.1,1,7/15/2018,Not_Canceled
INN18226,2,0,2,6,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,89.14,2,12/1/2018,Not_Canceled
INN18227,2,1,2,3,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,145.0,1,3/26/2018,Not_Canceled
INN18228,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,106.0,2,8/29/2017,Not_Canceled
INN18229,2,1,0,2,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,126.0,2,7/20/2018,Not_Canceled
INN18230,2,0,2,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,122.0,2,9/5/2017,Not_Canceled
INN18231,2,2,0,3,Meal Plan 2,0,Room_Type 6,66,Online,0,0,0,231.0,1,11/17/2018,Canceled
INN18232,2,0,0,1,Not Selected,0,Room_Type 1,77,Online,0,0,0,116.1,1,5/7/2018,Not_Canceled
INN18233,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,72.1,0,2/19/2018,Not_Canceled
INN18234,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,115.8,1,4/18/2018,Not_Canceled
INN18235,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled
INN18236,2,0,2,5,Not Selected,0,Room_Type 1,155,Online,0,0,0,86.82,2,7/14/2018,Not_Canceled
INN18237,2,0,1,0,Not Selected,1,Room_Type 1,1,Online,0,0,0,88.0,1,6/13/2018,Not_Canceled
INN18238,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,10/11/2018,Canceled
INN18239,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,91.0,0,2/16/2018,Not_Canceled
INN18240,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,0,0,0,94.5,0,8/15/2017,Not_Canceled
INN18241,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,78.3,0,1/23/2018,Not_Canceled
INN18242,2,0,1,5,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,131.4,1,8/30/2018,Not_Canceled
INN18243,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,72.0,0,6/17/2018,Canceled
INN18244,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.65,1,9/22/2017,Not_Canceled
INN18245,2,0,2,2,Not Selected,0,Room_Type 1,4,Offline,0,0,0,52.5,2,12/26/2017,Not_Canceled
INN18246,2,0,2,2,Meal Plan 1,0,Room_Type 1,238,Online,0,0,0,95.63,2,9/3/2018,Not_Canceled
INN18247,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,101.0,0,3/28/2018,Not_Canceled
INN18248,2,0,1,3,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,88.4,1,12/1/2018,Not_Canceled
INN18249,2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,98.0,0,8/7/2018,Not_Canceled
INN18250,2,0,1,4,Meal Plan 1,0,Room_Type 1,63,Offline,0,0,0,87.98,0,4/25/2018,Canceled
INN18251,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,6/8/2018,Not_Canceled
INN18252,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,129.7,0,9/25/2018,Not_Canceled
INN18253,1,0,0,1,Meal Plan 1,0,Room_Type 1,54,Corporate,0,0,0,65.0,0,11/18/2017,Not_Canceled
INN18254,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,87.0,0,2/27/2018,Not_Canceled
INN18255,3,0,1,5,Meal Plan 1,0,Room_Type 4,218,Online,0,0,0,110.22,2,12/26/2018,Canceled
INN18256,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,6/6/2018,Not_Canceled
INN18257,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,0,12/29/2018,Not_Canceled
INN18258,2,0,0,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,96.3,1,6/23/2018,Not_Canceled
INN18259,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,2/28/2018,Canceled
INN18260,2,1,0,3,Meal Plan 1,0,Room_Type 6,53,Online,0,0,0,177.3,2,4/21/2018,Not_Canceled
INN18261,2,0,1,3,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,121.75,1,10/1/2017,Not_Canceled
INN18262,3,0,2,4,Meal Plan 1,0,Room_Type 1,126,Online,0,0,0,131.47,0,7/3/2018,Not_Canceled
INN18263,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled
INN18264,2,0,0,3,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,76.5,0,9/2/2017,Not_Canceled
INN18265,2,0,2,2,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,132.3,0,10/21/2018,Canceled
INN18266,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,Online,0,0,0,103.7,2,7/1/2018,Not_Canceled
INN18267,2,0,0,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,95.0,0,9/27/2018,Not_Canceled
INN18268,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,105.33,0,10/31/2017,Not_Canceled
INN18269,2,0,2,5,Meal Plan 1,0,Room_Type 1,237,Online,0,0,0,95.56,0,12/28/2018,Canceled
INN18270,2,0,2,5,Meal Plan 1,0,Room_Type 1,178,Offline,0,0,0,72.25,0,8/18/2018,Canceled
INN18271,3,0,2,1,Not Selected,0,Room_Type 1,67,Online,0,0,0,130.4,2,12/5/2017,Not_Canceled
INN18272,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,81.0,0,2/19/2018,Not_Canceled
INN18273,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,Corporate,0,0,0,50.0,0,12/5/2017,Not_Canceled
INN18274,2,0,0,2,Not Selected,0,Room_Type 1,94,Online,0,0,0,85.5,1,4/13/2018,Not_Canceled
INN18275,3,0,0,3,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,130.33,0,2/17/2018,Canceled
INN18276,1,0,2,2,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,95.0,0,9/20/2017,Not_Canceled
INN18277,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,65.0,0,10/12/2017,Not_Canceled
INN18278,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,144.0,0,9/19/2018,Not_Canceled
INN18279,2,0,1,0,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,94.35,0,6/12/2018,Not_Canceled
INN18280,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,126.9,1,5/2/2018,Not_Canceled
INN18281,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,126.0,1,10/11/2018,Not_Canceled
INN18282,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,107.67,2,11/18/2018,Not_Canceled
INN18283,2,0,0,3,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,140.4,0,5/17/2018,Canceled
INN18284,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,92.17,0,8/20/2018,Not_Canceled
INN18285,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,9/18/2017,Not_Canceled
INN18286,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Offline,0,0,0,115.0,0,10/15/2018,Canceled
INN18287,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,6/20/2018,Canceled
INN18288,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,72.75,0,10/9/2017,Not_Canceled
INN18289,2,0,2,2,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,85.0,1,11/25/2018,Canceled
INN18290,2,0,1,2,Not Selected,0,Room_Type 1,185,Online,0,0,0,79.2,0,12/16/2018,Canceled
INN18291,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,10/16/2018,Canceled
INN18292,2,0,0,4,Not Selected,0,Room_Type 1,186,Online,0,0,0,89.25,0,8/16/2018,Canceled
INN18293,2,0,1,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,71.1,0,3/14/2018,Canceled
INN18294,2,2,0,1,Meal Plan 1,0,Room_Type 6,70,Online,0,0,0,186.3,0,4/20/2018,Canceled
INN18295,2,0,0,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,163.67,0,6/8/2018,Canceled
INN18296,2,2,0,3,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,180.33,2,9/3/2017,Not_Canceled
INN18297,2,0,2,3,Meal Plan 1,0,Room_Type 2,63,Online,0,0,0,65.66,0,2/18/2018,Canceled
INN18298,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115.0,1,9/13/2018,Canceled
INN18299,1,0,0,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,125.1,1,7/15/2018,Not_Canceled
INN18300,2,0,0,4,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,82.45,1,3/29/2018,Not_Canceled
INN18301,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,94.5,1,9/15/2017,Not_Canceled
INN18302,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,86.4,0,11/19/2018,Canceled
INN18303,2,0,1,2,Not Selected,0,Room_Type 1,55,Online,0,0,0,79.2,1,12/9/2018,Not_Canceled
INN18304,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,0,0,0,94.5,0,8/15/2017,Canceled
INN18305,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81.0,0,2/19/2018,Not_Canceled
INN18306,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,Online,1,1,0,69.0,0,12/5/2017,Not_Canceled
INN18307,3,0,0,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,126.0,0,12/2/2018,Canceled
INN18308,1,0,2,1,Meal Plan 1,0,Room_Type 1,2,Corporate,1,3,37,65.0,0,7/10/2018,Not_Canceled
INN18309,2,0,2,1,Meal Plan 1,0,Room_Type 1,228,Online,0,0,0,93.3,0,10/30/2018,Canceled
INN18310,2,0,0,3,Meal Plan 1,0,Room_Type 4,22,Offline,0,0,0,75.0,0,10/20/2017,Not_Canceled
INN18311,2,0,0,2,Not Selected,0,Room_Type 1,46,Online,0,0,0,99.0,1,9/1/2018,Not_Canceled
INN18312,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76.0,0,2/27/2018,Not_Canceled
INN18313,3,0,0,4,Meal Plan 1,0,Room_Type 4,107,Online,0,0,0,152.1,0,8/24/2018,Canceled
INN18314,2,0,2,5,Meal Plan 1,0,Room_Type 1,215,Online,0,0,0,177.09,0,11/6/2018,Canceled
INN18315,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,55.0,0,11/27/2017,Not_Canceled
INN18316,2,0,2,1,Meal Plan 1,1,Room_Type 1,166,Online,0,0,0,114.3,1,8/7/2018,Canceled
INN18317,2,0,1,4,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,116.11,0,5/23/2018,Canceled
INN18318,1,0,0,3,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,120.0,0,11/16/2018,Not_Canceled
INN18319,2,0,0,2,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,163.0,1,9/28/2018,Not_Canceled
INN18320,2,0,1,3,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,80.75,0,5/30/2018,Not_Canceled
INN18321,2,0,1,3,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,155.5,1,8/18/2018,Canceled
INN18322,1,0,0,2,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,136.0,2,6/10/2018,Not_Canceled
INN18323,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,0,0,0,82.0,0,9/17/2017,Not_Canceled
INN18324,1,0,0,2,Not Selected,0,Room_Type 1,74,Online,0,0,0,116.1,0,6/17/2018,Canceled
INN18325,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,138.0,2,8/16/2017,Not_Canceled
INN18326,2,0,0,1,Meal Plan 2,0,Room_Type 4,19,Online,0,0,0,204.0,1,8/10/2018,Not_Canceled
INN18327,2,0,0,2,Meal Plan 1,1,Room_Type 1,73,Online,0,0,0,135.9,1,5/18/2018,Not_Canceled
INN18328,2,0,1,4,Not Selected,0,Room_Type 1,148,Online,0,0,0,90.9,0,8/22/2018,Canceled
INN18329,3,1,3,5,Meal Plan 1,0,Room_Type 5,40,Corporate,0,0,0,183.74,3,8/22/2018,Not_Canceled
INN18330,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,72.75,0,10/9/2017,Not_Canceled
INN18331,2,0,1,3,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,80.75,0,9/26/2018,Not_Canceled
INN18332,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,136.0,1,5/19/2018,Not_Canceled
INN18333,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,120.0,0,8/17/2017,Canceled
INN18334,2,0,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,87.2,0,9/11/2018,Not_Canceled
INN18335,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,90.0,0,9/13/2018,Not_Canceled
INN18336,2,0,2,2,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,94.5,2,9/13/2017,Not_Canceled
INN18337,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,6/14/2018,Not_Canceled
INN18338,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,0,0,0,94.5,0,8/15/2017,Canceled
INN18339,3,0,0,2,Meal Plan 1,0,Room_Type 4,42,Online,0,0,0,168.3,2,5/12/2018,Not_Canceled
INN18340,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,108.67,0,12/8/2018,Not_Canceled
INN18341,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112.0,0,10/13/2017,Not_Canceled
INN18342,2,0,0,3,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,132.3,0,10/13/2018,Canceled
INN18343,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,Online,0,0,0,73.95,0,12/1/2018,Canceled
INN18344,2,2,1,4,Meal Plan 1,0,Room_Type 6,140,Online,0,0,0,167.45,0,8/1/2018,Canceled
INN18345,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,9/30/2017,Not_Canceled
INN18346,2,0,4,7,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,76.5,1,7/19/2017,Canceled
INN18347,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,3,65.0,0,11/2/2018,Not_Canceled
INN18348,2,0,2,5,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,84.45,1,1/8/2018,Not_Canceled
INN18349,2,0,2,4,Meal Plan 1,0,Room_Type 1,82,Offline,0,0,0,80.75,0,10/16/2018,Not_Canceled
INN18350,2,0,2,2,Not Selected,0,Room_Type 1,95,Online,0,0,0,109.65,0,5/21/2018,Canceled
INN18351,2,0,0,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,99.0,1,4/2/2018,Not_Canceled
INN18352,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,65.83,1,11/2/2018,Not_Canceled
INN18353,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,106.33,1,11/27/2018,Not_Canceled
INN18354,2,0,1,2,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,80.75,0,10/14/2018,Not_Canceled
INN18355,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,Corporate,0,0,0,50.0,0,12/4/2017,Not_Canceled
INN18356,2,0,2,4,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,59.21,1,2/27/2018,Not_Canceled
INN18357,2,0,0,3,Meal Plan 1,0,Room_Type 7,3,Online,0,0,0,218.72,1,9/22/2018,Not_Canceled
INN18358,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,128.8,1,9/23/2018,Not_Canceled
INN18359,0,2,0,1,Meal Plan 1,0,Room_Type 2,143,Online,0,0,0,97.54,1,8/18/2018,Not_Canceled
INN18360,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,88.17,1,10/1/2017,Not_Canceled
INN18361,2,0,1,2,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,90.3,1,4/4/2018,Not_Canceled
INN18362,2,0,1,0,Not Selected,0,Room_Type 1,49,Online,0,0,0,93.15,0,7/11/2018,Canceled
INN18363,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,Online,0,0,0,95.88,1,5/5/2018,Not_Canceled
INN18364,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,7/21/2018,Canceled
