Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN20035,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,0,0,0,70.0,0,12/29/2017,Not_Canceled
INN20036,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,90.9,1,10/27/2018,Not_Canceled
INN20037,2,0,0,3,Not Selected,0,Room_Type 1,128,Online,0,0,0,103.5,0,7/7/2018,Canceled
INN20038,3,0,0,3,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,150.3,0,6/29/2018,Canceled
INN20039,2,0,2,1,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,109.8,1,6/26/2018,Not_Canceled
INN20040,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,40.67,0,3/4/2018,Not_Canceled
INN20041,2,1,2,3,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,120.27,0,4/10/2018,Canceled
INN20042,2,0,0,3,Meal Plan 1,1,Room_Type 1,18,Online,0,0,0,133.0,1,9/22/2017,Not_Canceled
INN20043,3,0,1,3,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,169.5,2,5/5/2018,Not_Canceled
INN20044,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115.0,1,8/18/2018,Canceled
INN20045,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,4,95.0,0,10/17/2018,Not_Canceled
INN20046,2,0,2,2,Meal Plan 1,0,Room_Type 2,159,Online,0,0,0,103.21,0,6/12/2018,Canceled
INN20047,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,7/11/2017,Canceled
INN20048,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,90.0,0,6/3/2018,Not_Canceled
INN20049,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,130.0,0,10/29/2017,Not_Canceled
INN20050,2,0,2,4,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,90.95,0,7/7/2018,Canceled
INN20051,2,0,1,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,136.0,1,4/30/2018,Not_Canceled
INN20052,2,2,2,5,Meal Plan 1,0,Room_Type 6,136,Online,0,0,0,170.36,0,5/7/2018,Canceled
INN20053,3,0,0,4,Meal Plan 1,0,Room_Type 4,87,Online,0,0,0,139.95,1,7/27/2018,Not_Canceled
INN20054,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,1,10/10/2018,Canceled
INN20055,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,Offline,0,0,0,95.0,0,6/24/2018,Canceled
INN20056,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,Offline,0,0,0,90.0,0,5/4/2018,Canceled
INN20057,2,1,1,3,Meal Plan 2,0,Room_Type 1,100,Online,0,0,0,132.08,0,10/24/2018,Not_Canceled
INN20058,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,94.5,0,8/1/2017,Canceled
INN20059,2,0,2,1,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,118.0,0,3/5/2018,Canceled
INN20060,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,12/4/2017,Not_Canceled
INN20061,2,0,1,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,77.1,0,2/22/2018,Not_Canceled
INN20062,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,87.0,0,2/28/2018,Not_Canceled
INN20063,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,12/4/2017,Not_Canceled
INN20064,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,85.0,1,3/20/2018,Not_Canceled
INN20065,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,Offline,0,0,0,90.95,0,9/16/2018,Not_Canceled
INN20066,2,0,1,1,Not Selected,0,Room_Type 1,58,Online,0,0,0,116.1,0,6/18/2018,Canceled
INN20067,3,0,2,4,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,151.2,0,10/15/2018,Canceled
INN20068,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled
INN20069,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,0,12/29/2018,Not_Canceled
INN20070,2,2,0,2,Meal Plan 1,0,Room_Type 6,33,Online,0,0,0,216.0,0,10/5/2018,Canceled
INN20071,2,0,1,1,Not Selected,0,Room_Type 1,29,Offline,0,0,0,85.0,0,9/17/2018,Canceled
INN20072,2,0,1,3,Not Selected,0,Room_Type 1,16,Online,0,0,0,91.8,0,12/29/2018,Not_Canceled
INN20073,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,Offline,0,0,0,81.0,0,10/16/2018,Not_Canceled
INN20074,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,119.0,0,6/1/2018,Not_Canceled
INN20075,2,0,0,1,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,105.3,1,8/20/2018,Canceled
INN20076,1,0,1,3,Meal Plan 1,0,Room_Type 1,255,Online,0,0,0,94.35,0,9/5/2018,Canceled
INN20077,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,140.4,0,6/2/2018,Canceled
INN20078,1,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,61.38,0,10/9/2017,Not_Canceled
INN20079,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,93.6,1,11/18/2018,Canceled
INN20080,2,0,2,4,Meal Plan 1,0,Room_Type 1,139,Offline,0,0,0,68.0,0,11/16/2018,Canceled
INN20081,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,95.0,0,3/29/2018,Not_Canceled
INN20082,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,88.83,1,3/25/2018,Canceled
INN20083,2,2,1,5,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,166.0,3,9/7/2017,Not_Canceled
INN20084,2,0,0,1,Not Selected,0,Room_Type 1,198,Online,0,0,0,116.1,3,9/15/2018,Not_Canceled
INN20085,2,2,2,1,Meal Plan 1,0,Room_Type 6,9,Online,0,0,0,177.0,2,9/12/2017,Not_Canceled
INN20086,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,73.95,0,2/12/2018,Canceled
INN20087,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,90.0,0,9/8/2018,Not_Canceled
INN20088,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,131.72,2,7/16/2018,Not_Canceled
INN20089,1,0,2,5,Meal Plan 1,0,Room_Type 1,8,Corporate,1,3,27,65.0,1,3/30/2018,Not_Canceled
INN20090,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,Offline,0,0,0,70.0,1,3/28/2018,Not_Canceled
INN20091,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,130.33,2,9/7/2017,Not_Canceled
INN20092,2,0,2,2,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,55.0,0,12/26/2017,Not_Canceled
INN20093,2,0,0,3,Meal Plan 1,0,Room_Type 4,56,Offline,0,0,0,60.0,1,11/19/2017,Not_Canceled
INN20094,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,Offline,0,0,0,80.75,0,9/18/2018,Not_Canceled
INN20095,3,0,0,3,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,137.7,0,7/14/2018,Canceled
INN20096,1,0,0,1,Meal Plan 2,0,Room_Type 1,48,Offline,0,0,0,80.0,0,9/11/2017,Not_Canceled
INN20097,2,0,1,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,126.0,1,5/9/2018,Not_Canceled
INN20098,2,0,1,4,Meal Plan 2,0,Room_Type 4,42,Online,0,0,0,129.2,1,11/14/2018,Canceled
INN20099,2,0,1,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,116.33,0,4/8/2018,Canceled
INN20100,2,0,1,1,Meal Plan 1,0,Room_Type 1,137,Online,0,0,0,101.53,2,6/13/2018,Not_Canceled
INN20101,3,0,2,2,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,139.5,3,7/16/2018,Not_Canceled
INN20102,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102.0,0,9/25/2017,Canceled
INN20103,2,1,1,4,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,94.35,2,11/14/2018,Not_Canceled
INN20104,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,76.5,0,7/3/2018,Not_Canceled
INN20105,1,0,0,2,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,81.0,0,1/27/2018,Not_Canceled
INN20106,2,0,1,3,Meal Plan 1,0,Room_Type 6,25,Online,0,0,0,158.0,0,5/19/2018,Canceled
INN20107,2,0,1,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,109.8,0,4/14/2018,Canceled
INN20108,2,0,0,5,Not Selected,0,Room_Type 1,6,Online,0,0,0,88.92,0,3/22/2018,Not_Canceled
INN20109,1,0,1,1,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,109.0,1,7/11/2018,Canceled
INN20110,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,12/4/2017,Not_Canceled
INN20111,2,0,2,2,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,126.9,1,8/13/2018,Not_Canceled
INN20112,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,10/14/2018,Canceled
INN20113,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,6/17/2018,Canceled
INN20114,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,97.2,2,11/4/2018,Not_Canceled
INN20115,2,0,2,3,Meal Plan 1,0,Room_Type 4,41,Offline,0,0,0,60.0,1,11/8/2017,Not_Canceled
INN20116,2,0,2,1,Not Selected,0,Room_Type 1,216,Online,0,0,0,67.5,0,12/4/2018,Canceled
INN20117,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,11/1/2018,Canceled
INN20118,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,71.84,1,2/24/2018,Not_Canceled
INN20119,2,0,1,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,96.3,1,8/5/2018,Not_Canceled
INN20120,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,104.0,0,10/9/2018,Not_Canceled
INN20121,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,160.0,1,7/14/2018,Not_Canceled
INN20122,2,0,2,4,Not Selected,0,Room_Type 1,207,Online,0,0,0,80.75,0,7/28/2018,Canceled
INN20123,2,0,1,2,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,119.1,1,4/25/2018,Canceled
INN20124,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,4/6/2018,Not_Canceled
INN20125,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,11/1/2018,Canceled
INN20126,2,0,0,3,Meal Plan 1,1,Room_Type 1,68,Online,0,0,0,135.9,1,5/10/2018,Not_Canceled
INN20127,2,0,0,1,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,93.6,2,12/7/2018,Canceled
INN20128,2,0,2,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,113.0,2,8/28/2018,Not_Canceled
INN20129,2,0,2,2,Not Selected,0,Room_Type 1,52,Offline,0,0,0,76.5,0,10/23/2018,Not_Canceled
INN20130,2,0,5,12,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,76.5,0,8/3/2017,Canceled
INN20131,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,Offline,0,0,0,90.67,1,10/7/2018,Not_Canceled
INN20132,2,0,2,2,Meal Plan 1,0,Room_Type 1,231,Online,0,0,0,90.95,1,8/21/2018,Not_Canceled
INN20133,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,98.3,1,1/15/2018,Not_Canceled
INN20134,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,56.0,0,9/4/2017,Not_Canceled
INN20135,2,0,0,3,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,96.3,1,11/26/2017,Not_Canceled
INN20136,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled
INN20137,2,1,0,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,130.5,0,7/21/2018,Canceled
INN20138,1,0,1,2,Meal Plan 1,0,Room_Type 1,63,Corporate,0,0,0,130.0,0,5/16/2018,Not_Canceled
INN20139,2,0,0,3,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,140.4,1,5/31/2018,Not_Canceled
INN20140,2,0,1,2,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,94.5,1,9/18/2017,Canceled
INN20141,2,0,2,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,126.9,1,6/18/2018,Not_Canceled
INN20142,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,0,12/29/2018,Not_Canceled
INN20143,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Complementary,0,0,0,0.0,0,1/27/2018,Not_Canceled
INN20144,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,138.0,2,12/30/2018,Not_Canceled
INN20145,1,0,0,1,Not Selected,0,Room_Type 1,2,Offline,0,0,0,92.0,0,3/16/2018,Not_Canceled
INN20146,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,70.0,0,11/2/2018,Not_Canceled
INN20147,2,0,2,0,Not Selected,0,Room_Type 1,32,Online,0,0,0,112.59,0,7/3/2018,Canceled
INN20148,2,0,2,7,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,68.07,1,12/9/2018,Not_Canceled
INN20149,2,0,0,4,Not Selected,0,Room_Type 1,18,Online,0,0,0,79.0,1,2/24/2018,Canceled
INN20150,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,85.0,1,9/11/2018,Not_Canceled
INN20151,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,104.0,0,12/23/2018,Not_Canceled
INN20152,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102.0,0,9/25/2017,Canceled
INN20153,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,149.4,2,9/15/2018,Not_Canceled
INN20154,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,105.3,0,7/23/2018,Canceled
INN20155,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,176.0,1,5/26/2018,Not_Canceled
INN20156,3,0,2,2,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,172.0,2,3/26/2018,Not_Canceled
INN20157,2,0,2,4,Not Selected,0,Room_Type 1,74,Online,0,0,0,74.8,2,11/19/2018,Canceled
INN20158,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,58.0,0,3/20/2018,Not_Canceled
INN20159,2,0,2,0,Meal Plan 1,0,Room_Type 1,129,Online,0,0,0,105.3,2,5/22/2018,Not_Canceled
INN20160,2,0,2,2,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,122.4,1,10/1/2018,Not_Canceled
INN20161,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,1/19/2018,Not_Canceled
INN20162,2,0,2,2,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,58.0,0,12/19/2017,Not_Canceled
INN20163,2,2,2,1,Meal Plan 1,0,Room_Type 6,107,Online,0,0,0,156.6,1,12/3/2018,Canceled
INN20164,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,136.0,0,10/9/2017,Not_Canceled
INN20165,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,202.0,0,12/10/2018,Not_Canceled
INN20166,3,0,0,2,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,145.8,0,6/8/2018,Canceled
INN20167,2,0,0,2,Meal Plan 1,1,Room_Type 1,146,Online,0,0,0,115.2,0,6/3/2018,Not_Canceled
INN20168,2,0,1,0,Meal Plan 1,0,Room_Type 1,123,Online,0,0,0,76.5,1,7/13/2017,Canceled
INN20169,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled
INN20170,2,0,1,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,94.36,1,6/17/2018,Not_Canceled
INN20171,2,2,2,3,Meal Plan 1,0,Room_Type 6,15,Online,0,0,0,195.4,0,3/17/2018,Canceled
INN20172,2,1,0,3,Meal Plan 1,0,Room_Type 1,184,Online,0,0,0,125.1,0,10/4/2018,Canceled
INN20173,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,12/9/2018,Not_Canceled
INN20174,3,0,2,2,Meal Plan 1,0,Room_Type 1,169,Online,0,0,0,0.0,1,7/9/2018,Not_Canceled
INN20175,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled
INN20176,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73.0,0,8/12/2018,Not_Canceled
INN20177,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,100.0,0,6/3/2018,Canceled
INN20178,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,6/6/2018,Canceled
INN20179,2,0,0,3,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,119.7,0,8/3/2018,Canceled
